 12664732 : AttrakDiff
Intitulés :;31:Technique-Humain;32:Compliqué-Simple;33:Pas pratique-Pratique;34:Fastidieux-Efficace;35:Imprévisible-Prévisible;36:Confus-Clair;37:Incontrôlable-Maîtrisable;41:M’isole-Me sociabilise;42:Amateur-Professionnel;43:De mauvais goût-De bon goût;44:Bas de gamme-Haut de gamme;45:M’exclut-M’intègre;46:Me sépare des autres-Me rapproche des autres;47:Non présentable-Présentable;51:Conventionnel-Original;52:Sans imagination-Créatif;53:Prudent-Audacieux;54:Conservateur-Novateur;55:Ennuyeux-Captivant;56:Peu exigeant-Challenging;57:Commun-Nouveau;61:Déplaisant-Plaisant;62:Laid-Beau;63:Désagréable-Agréable;64:Rebutant-Attirant;65:Mauvais-Bon;66:Repoussant-Attrayant;67:Décourageant-Motivant;
